"Word", "Tag", "Score"
Hwang_Ho,n,0
Hyacinthaceae,n,0
Hyacinthoides,n,0
Hyacinthoides_nonscripta,n,0
Hyacinthus_candicans,n,0
Hyacinthus_orientalis,n,0
Hyacinthus_orientalis_albulus,n,0
Hyades,n,0
Hyaena_brunnea,n,0
Hyaena_hyaena,n,0
Hyaenidae,n,0
Hyalophora,n,0
Hyalophora_cecropia,n,0
Hyalosperma,n,0
Hyalospongiae,n,0
Hyazyme,n,0
Hybanthus,n,0
Hyderabad,n,0
Hydnaceae,n,0
Hydnocarpus,n,0
Hydnocarpus_kurzii,n,0
Hydnocarpus_laurifolia,n,0
Hydnocarpus_wightiana,n,0
Hydnoraceae,n,0
Hydnum,n,0
Hydra,n,0
Hydrangea_anomala,n,0
Hydrangea_arborescens,n,0
Hydrangea_macrophylla_hortensis,n,0
Hydrangea_paniculata,n,0
Hydrangea_petiolaris,n,0
Hydrangeaceae,n,0
Hydrastis,n,0
Hydrastis_Canadensis,n,0
Hydrilla_verticillata,n,0
HydroDIURIL,n,0
Hydrobates,n,0
Hydrobates_pelagicus,n,0
Hydrobatidae,n,0
Hydrocharidaceae,n,0
Hydrocharis,n,0
Hydrocharis_morsus-ranae,n,0
Hydrocharitaceae,n,0
Hydrochoeridae,n,0
Hydrochoerus,n,0
Hydrochoerus_hydrochaeris,n,0
Hydrocortone,n,0
Hydrodamalis,n,0
Hydrodamalis_gigas,n,0
Hydromantes,n,0
Hydromantes_brunus,n,0
Hydromantes_shastae,n,0
Hydromyinae,n,0
Hydromys,n,0
Hydrophidae,n,0
Hydrophyllaceae,n,0
Hydrophyllum,n,0
Hydrophyllum_virginianum,n,0
Hydrozoa,n,0
Hydrus,n,0
Hyemoschus,n,0
Hyemoschus_aquaticus,n,0
Hygeia,n,0
Hygrocybe,n,0
Hygrocybe_acutoconica,n,0
Hygrophoraceae,n,0
Hygrophorus,n,0
Hygrophorus_borealis,n,0
Hygrophorus_caeruleus,n,0
Hygrophorus_inocybiformis,n,0
Hygrophorus_kauffmanii,n,0
Hygrophorus_marzuolus,n,0
Hygrophorus_purpurascens,n,0
Hygrophorus_russula,n,0
Hygrophorus_sordidus,n,0
Hygrophorus_tennesseensis,n,0
Hygrophorus_turundus,n,0
Hygroton,n,0
Hygrotrama,n,0
Hygrotrama_foetens,n,0
Hyla,n,0
Hyla_arenicolor,n,0
Hyla_crucifer,n,0
Hyla_regilla,n,0
Hylactophryne,n,0
Hylactophryne_augusti,n,0
Hylidae,n,0
Hylobates,n,0
Hylobates_lar,n,0
Hylobates_syndactylus,n,0
Hylobatidae,n,0
Hylocereus,n,0
Hylocichla,n,0
Hylocichla_fuscescens,n,0
Hylocichla_guttata,n,0
Hylocichla_mustelina,n,0
Hylophylax,n,0
Hylophylax_naevioides,n,0
Hyman_George_Rickover,n,0
Hyman_Rickover,n,0
Hymen,n,0
Hymenaea,n,0
Hymenaea_courbaril,n,0
Hymenanthera,n,0
Hymenogastrales,n,0
Hymenomycetes,n,0
Hymenophyllaceae,n,0
Hymenophyllum,n,0
Hymenoptera,n,0
Hymenoxys_acaulis,n,0
Hymenoxys_grandiflora,n,0
Hynerpeton,n,0
Hynerpeton_bassetti,n,0
Hyoscyamus,n,0
Hyoscyamus_muticus,n,0
Hyoscyamus_niger,n,0
Hypatia,n,0
Hypentelium,n,0
Hypentelium_nigricans,n,0
Hyperborean,n,0
Hyperglyphe_perciformis,n,0
Hypericaceae,n,0
Hypericales,n,0
Hypericum,n,0
Hypericum_androsaemum,n,0
Hypericum_ascyron,n,0
Hypericum_calycinum,n,0
Hypericum_crux_andrae,n,0
Hypericum_gentianoides,n,0
Hypericum_hypericoides,n,0
Hypericum_maculatum,n,0
Hypericum_perforatum,n,0
Hypericum_prolificum,n,0
Hypericum_pyramidatum,n,0
Hypericum_spathulatum,n,0
Hypericum_tetrapterum,n,0
Hypericum_virginianum,n,0
Hyperion,n,0
Hypermastigina,n,0
Hyperoartia,n,0
Hyperodontidae,n,0
Hyperoglyphe,n,0
Hyperoodon,n,0
Hyperoodon_ampullatus,n,0
Hyperotreta,n,0
Hyperstat,n,0
Hypertensin,n,0
Hyphantria,n,0
Hyphantria_cunea,n,0
Hypnos,n,0
Hypochaeris,n,0
Hypochaeris_radicata,n,0
Hypochoeris,n,0
Hypocreaceae,n,0
Hypocreales,n,0
Hypoderma,n,0
Hypodermatidae,n,0
Hypopachus,n,0
Hypopitys,n,0
Hypoxidaceae,n,0
Hypoxis,n,0
Hypoxis_hirsuta,n,0
Hypsiglena,n,0
Hypsiglena_torquata,n,0
Hypsiprymnodon,n,0
Hypsiprymnodon_moschatus,n,0
Hyracoidea,n,0
Hyracotherium,n,0
Hyssopus,n,0
Hyssopus_officinalis,n,0
Hystricidae,n,0
Hystricomorpha,n,0
Hytrin,n,0
Hz,n,0
I,n,-0.31712
I-beam,n,0
I.D.,n,0
I.E.D.,n,0
I.Q.,n,0
I.W.W.,n,0
I._A._Richards,n,0
I._F._Stone,n,0
I._M._Pei,n,0
IA,n,0
IAA,n,0
IAEA,n,0
IBDA-C,n,0
IBRD,n,0
IC,n,0
ICAO,n,0
ICBM,n,0
ICC,n,0
ICE,n,0
ICSH,n,0
ICU,n,0
ID,n,0
IDA,n,0
IDDM,n,0
IDF,n,0
IDP,n,0
IE,n,0
IED,n,0
IFC,n,0
II,n,0
III,n,0
III_John,n,0
IIS,n,0
II_Chronicles,n,0
II_Corinthians,n,0
II_Esdras,n,0
II_John,n,0
II_Kings,n,0
II_Maccabees,n,0
II_Peter,n,0
II_Samuel,n,0
II_Thessalonians,n,0
II_Timothy,n,0
IJssel,n,0
IJssel_river,n,0
IJsselmeer,n,0
IL,n,0
ILO,n,0
IMF,n,0
IMO,n,0
IMU,n,0
IN,n,0
INC,n,0
INH,n,0
INLA,n,0
INR,n,0
INS,n,0
IOL,n,0
IOP,n,0
IOU,n,0
IP,n,0
IPO,n,0
IPV,n,0
IQ,n,0
IQ_test,n,0
IR,n,0
IRA,n,0.63424
IRS,n,0
ISI,n,0
ISKCON,n,0
ISN,n,0
IT,n,0
IUD,n,0
IV,n,0
IVP,n,0
IW,n,0
IWW,n,0
IX,n,0
I_Chronicles,n,0
I_Corinthians,n,0
I_Esdra,n,0
I_John,n,0
I_Kings,n,0
I_Maccabees,n,0
I_Peter,n,0
I_Samuel,n,0
I_Thessalonians,n,0
I_Timothy,n,0
Iago,n,0
Ian_Douglas_Smith,n,0
Ian_Fleming,n,0
Ian_Lancaster_Fleming,n,0
Ian_Smith,n,0
Ian_Wilmut,n,0
Iapetus,n,0
Ibadan,n,0
Iberia,n,0
Iberian,a,0
Iberian,n,0
Iberian_Peninsula,n,0
Iberis,n,0
Ibero-mesornis,n,0
Ibert,n,0
Ibis_ibis,n,0
Ibizan_Podenco,n,0
Ibizan_hound,n,0
Ibn_al-Haytham,n,0
Ibrahim,n,0
Ibsen,n,0
Ibsenian,a,0
Icarus,n,0
Iceland,n,0
Iceland_lichen,n,0
Iceland_moss,n,0
Iceland_poppy,n,0
Iceland_spar,n,0
Icelander,n,0
Icelandic,a,0
Icelandic,n,0
Icelandic-speaking,a,0
Icelandic_krona,n,0
Icelandic_monetary_unit,n,0
Ichneumonidae,n,0
Ichthyosauria,n,0
Ichthyosauridae,n,0
Ichyostega,n,0
Ictalurus,n,0
Ictalurus_punctatus,n,0
Icteria,n,0
Icteria_virens,n,0
Icteridae,n,0
Icterus,n,0
Icterus_galbula,n,0
Icterus_galbula_bullockii,n,0
Icterus_galbula_galbula,n,0
Icterus_spurius,n,0
Ictiobus,n,0
Ictiobus_niger,n,0
Ictodosauria,n,0
Ictonyx,n,0
Ictonyx_frenata,n,0
Ictonyx_striata,n,0
Id_al-Adha,n,0
Id_al-Fitr,n,0
Ida_M._Tarbell,n,0
Ida_Minerva_Tarbell,n,0
Ida_Tarbell,n,0
Idaho,n,0
Idaho_Falls,n,0
Idahoan,n,0
Identikit,n,0
Identikit_picture,n,0
Idesia_polycarpa,n,0
Idiom_Neutral,n,0
Iditarod,n,0
Iditarod_Trail,n,0
Iditarod_Trail_Dog_Sled_Race,n,0
Ido,n,0
Idria_columnaris,n,0
Idun,n,0
Ieoh_Ming_Pei,n,0
Ig,n,0
IgA,n,0
IgD,n,0
IgE,n,0
IgG,n,0
IgM,n,0
Igbo,n,0
Igigi,n,0
Iglesias,n,0
Ignace_Jan_Paderewski,n,0
Ignace_Paderewski,n,0
Ignatius,n,0
Ignatius_of_Loyola,n,0
Igor_Fyodorovich_Stravinsky,n,0
Igor_Ivanovich_Sikorsky,n,0
Igor_Sikorsky,n,0
Igor_Stravinsky,n,0
Igor_Tamm,n,0
Igor_Yevgeneevich_Tamm,n,0
Iguana_iguana,n,0
Iguania,n,0
Iguanidae,n,0
Iguanodontidae,n,0
Iguassu,n,0
Iguassu_Falls,n,0
Iguazu,n,0
Iguazu_Falls,n,0
Ike,n,0
Ikhanaton,n,0
Il_Duce,n,0
Ile-St-Louis,n,0
Ile-de-France,n,0
Iles_Comores,n,0
Iles_Marquises,n,0
Ilex,n,0
Ilex_cornuta,n,0
Ilex_decidua,n,0
Ilex_glabra,n,0
Ilex_paraguariensis,n,-0.31712
Iliad,n,0
Iliamna,n,0
Iliamna_acerifolia,n,0
Iliamna_remota,n,0
Iliamna_ruvularis,n,0
Ilich_Ramirez_Sanchez,n,0
Ilich_Sanchez,n,0
Ilion,n,0
Ilium,n,0
Illampu,n,0
Illecebrum,n,0
Illecebrum_verticullatum,n,0
Illicium,n,0
Illicium_anisatum,n,0
Illicium_floridanum,n,0
Illicium_verum,n,0
Illimani,n,0
Illinois,n,0
Illinois_River,n,0
Illinoisan,n,0
Illyria,n,0
Illyrian,n,0
Ilmen,n,0
Ilosone,n,0
Ilya_Ehrenberg,n,0
Ilya_Grigorievich_Ehrenberg,n,0
Ilya_Ilich_Metchnikov,n,0
Imamu_Amiri_Baraka,n,0
Imavate,n,0
Immaculate_Conception,n,0
Immaculate_Conception_of_the_Virgin_Mary,n,0
Immanuel_Kant,n,0
Immigration_and_Naturalization_Service,n,0
Imogene_Coca,n,0
Impatiens_capensis,n,0
Imperial_capacity_unit,n,0
Imperial_gallon,n,0
Impressionism,n,0
Imuran,n,0
In,n,0
Inachis,n,0
Inachis_io,n,0
Inanna,n,0
Inauguration_Day,n,0
Inca,n,0
Incan,a,0
Incan,n,0
Incarnation,n,0
Incheon,n,0
Inchon,n,0
Inconel,n,0
Independence,n,-0.31712
Independence_Day,n,0
Independence_Hall,n,0
Independent_State_of_Papua_New_Guinea,n,0
Independent_State_of_Samoa,n,0
Inderal,n,0
India,n,0
India-rubber_fig,n,0
India-rubber_plant,n,0
India-rubber_tree,n,0
India_ink,n,0
India_rubber,n,0
Indiaman,n,0
Indian,a,0
Indian,n,0
Indian_Mutiny,n,0
Indian_Ocean,n,0
Indian_agent,n,0
Indian_arrowroot,n,0
Indian_banyan,n,0
Indian_bean,n,0
Indian_beech,n,0
Indian_beet,n,0
Indian_blackwood,n,0
Indian_blanket,n,0
Indian_breadroot,n,0
Indian_buffalo,n,0
Indian_button_fern,n,0
Indian_capital,n,0
Indian_chickweed,n,0
Indian_chief,n,0
Indian_chieftain,n,0
Indian_chocolate,n,0
Indian_cholera,n,0
Indian_club,n,0
Indian_cobra,n,0
Indian_coral_tree,n,0
Indian_corn,n,0
Indian_cress,n,0
Indian_crocus,n,0
Indian_currant,n,0
Indian_elephant,n,0
Indian_file,n,0
Indian_giver,n,0
Indian_grackle,n,0
Indian_hemp,n,0
Indian_lettuce,n,0
Indian_lotus,n,0
Indian_madder,n,0
Indian_mallow,n,0
Indian_meal,n,0
Indian_millet,n,0
Indian_monetary_unit,n,0
Indian_mongoose,n,0
Indian_mustard,n,0
Indian_paint,n,0
Indian_paintbrush,n,0
Indian_pea,n,0
Indian_pink,n,0
Indian_pipe,n,0
Indian_plantain,n,0
Indian_poke,n,0
Indian_pony,n,0
Indian_potato,n,0
Indian_python,n,0
Indian_race,n,0
Indian_rat_snake,n,0
Indian_rattlebox,n,0
Indian_red,n,0
Indian_relish,n,0
Indian_reservation,n,0
Indian_rhinoceros,n,0
Indian_rhododendron,n,0
Indian_rhubarb,n,0
Indian_rice,n,0
Indian_rosewood,n,0
Indian_rupee,n,0
Indian_salad,n,0
Indian_senna,n,0
Indian_summer,n,0
Indian_tapir,n,0
Indian_tick_fever,n,0
Indian_tobacco,n,0
Indian_trail,n,0
Indian_turnip,n,0
Indiana,n,0
Indianan,n,0
Indianapolis,n,0
Indic,n,0
Indicatoridae,n,0
Indigirka,n,0
Indigirka_River,n,0
Indigofera,n,0
Indigofera_anil,n,0
Indigofera_suffruticosa,n,0
Indigofera_tinctoria,n,0
Indira_Gandhi,n,0
Indira_Nehru_Gandhi,n,0
Indo-Aryan,a,0
Indo-Aryan,n,0
Indo-European,a,0
Indo-European,n,0
Indo-European_language,n,0
Indo-Germanic,a,0
Indo-Hittite,n,0
Indo-Iranian,n,0
Indo-Iranian_language,n,0
Indochina,n,0
Indochinese_peninsula,n,0
Indocin,n,0
Indonesia,n,0
Indonesian,a,0
Indonesian,n,0
Indonesian_Borneo,n,0
Indonesian_monetary_unit,n,0
Indra,n,0
Indri_brevicaudatus,n,0
Indri_indri,n,0
Indriidae,n,0
Indus,n,0
Indus_River,n,0
Indus_civilization,n,0
Industrial_Revolution,n,0
Industrial_Workers_of_the_World,n,0
Inferno,n,0.31712
Infusoria,n,0
Inga_edulis,n,0
Inga_laurina,n,0
Inge,n,0
Inger,n,0
Ingerman,n,0
Ingmar_Bergman,n,0
Ingres,n,0
Ingrian,n,0
Ingrid_Bergman,n,0
Inigo_Jones,n,0
Injun,n,0
Inka,n,0
Inland_Passage,n,0
Inland_Revenue,n,0
Inland_Sea,n,0
Inner_Hebrides,n,0
Inner_Light,n,0
Inner_Mongolia,n,0
Innocent_III,n,0
Innocent_VIII,n,0
Innocent_XI,n,0
Innocent_XII,n,0
Innocents'_Day,n,0
Innsbruck,n,0
Inocor,n,0
Inquisition,n,0
Inquisitor,n,0
Insecta,n,0
Insectivora,n,0
Insessores,n,0
Inside_Passage,n,0
Inspector_Maigret,n,0
Intelligence_Community,n,0
Intelnet,n,0
Inter-Services_Intelligence,n,0
Interahamwe,n,0
Interior,n,0
Interior_Department,n,0
Interior_Secretary,n,0
Interlaken,n,0
Interlingua,n,0
Internal_Revenue_Service,n,0
International,n,0
International_Association_of_Lions_clubs,n,0
International_Atomic_Energy_Agency,n,0
International_Bank_for_Reconstruction_and_Development,n,0
International_Civil_Aviation_Organization,n,0
International_Court_of_Justice,n,0
International_Date_Line,n,0
International_Development_Association,n,0
International_Finance_Corporation,n,0
International_Grandmaster,n,0
International_Islamic_Front_for_Jihad_against_Jews_and_Crusaders,n,0
International_Labor_Organization,n,0
International_Labour_Organization,n,0
International_Maritime_Organization,n,0
International_Monetary_Fund,n,0
International_Relations_and_Security_Network,n,0
International_Society_for_Krishna_Consciousness,n,0
International_System,n,0
International_System_of_Units,n,0
International_Wanted_Notice,n,0
Internationale,n,0
Internet_Explorer,n,0
Interpol,n,0
Interstate_Commerce_Commission,n,0
Intropin,n,0
Inuit,n,0
Inula_helenium,n,0
Invar,n,0
Invincible_Armada,n,0
Invirase,n,0
Io,n,0
Ionesco,n,0
Ionia,n,0
Ionian,a,0
Ionian,n,0
Ionian_Sea,n,0
Ionian_order,n,0
Ionic,a,0
Ionic,n,0
Ionic_dialect,n,0
Ionic_order,n,0
Iosif_Vissarionovich_Dzhugashvili,n,0
Iowa,n,0
Iowa_crab,n,0
Iowa_crab_apple,n,0
Iowan,n,0
Ioway,n,0
Iphigenia,n,0
Ipidae,n,0
Ipomoea,n,0
Ipomoea_alba,n,0
Ipomoea_batatas,n,0
Ipomoea_coccinea,n,0
Ipomoea_fastigiata,n,0
Ipomoea_imperialis,n,0
Ipomoea_leptophylla,n,0
Ipomoea_nil,n,0
Ipomoea_orizabensis,n,0
Ipomoea_panurata,n,0
Ipomoea_pes-caprae,n,0
Ipomoea_purpurea,n,0
Ipomoea_quamoclit,n,0
Ipomoea_tricolor,n,0
Ipsus,n,0
Ir,n,0
Ira_Gershwin,n,0
Irak,n,0
Iraki,a,0
Iraki,n,0
Iran,n,0
Iran-Iraq_War,n,0
Irani,n,0
Iranian,a,0
Iranian,n,0
Iranian_capital,n,0
Iranian_dinar,n,0
Iranian_language,n,0
Iranian_monetary_unit,n,0
Iranian_rial,n,0
Iraq,n,0
Iraqi,a,0
Iraqi,n,0
Iraqi_Intelligence_Service,n,0
Iraqi_Kurdistan,n,0
Iraqi_Mukhabarat,n,0
Iraqi_National_Congress,n,0
Iraqi_dinar,n,0
Iraqi_monetary_unit,n,0
Ireland,n,0
Irelander,n,0
Irena,n,0
Irenaeus,n,0
Irene_Joliot-Curie,n,0
Irenidae,n,0
Iresine,n,0
Iresine_herbstii,n,0
Iresine_reticulata,n,0
Iridaceae,n,0
Iridoprocne,n,0
Iridoprocne_bicolor,n,0
Iris_Murdoch,n,0
Iris_cristata,n,0
Iris_filifolia,n,0
Iris_florentina,n,0
Iris_foetidissima,n,0
Iris_germanica,n,0
Iris_germanica_florentina,n,0
Iris_kaempferi,n,0
Iris_kochii,n,0
Iris_pallida,n,0
Iris_persica,n,0
Iris_pseudacorus,n,0
Iris_tingitana,n,0
Iris_verna,n,0
Iris_versicolor,n,0
Iris_virginica,n,0
Iris_xiphioides,n,0
Iris_xiphium,n,0
Irish,a,0
Irish,n,0
Irish_Gaelic,n,0
Irish_National_Liberation_Army,n,0
Irish_Republic,n,0
Irish_Republican_Army,n,0
Irish_Sea,n,0
Irish_bull,n,0
Irish_burgoo,n,0
Irish_capital,n,0
Irish_coffee,n,0
Irish_gorse,n,0
Irish_monetary_unit,n,0
Irish_moss,n,0
Irish_people,n,0
Irish_person,n,0
Irish_potato,n,0
Irish_pound,n,0
Irish_punt,n,0
Irish_setter,n,0
Irish_soda_bread,n,0
Irish_stew,n,0
Irish_strawberry,n,0
Irish_terrier,n,0
Irish_water_spaniel,n,0
Irish_whiskey,n,0
Irish_whisky,n,0
Irish_wolfhound,n,0
Irishman,n,0
Irishwoman,n,0
Iron_Age,n,0
Iron_Chancellor,n,0
Iron_Duke,n,0
Iron_Lady,n,0
Ironsides,n,0
Iroquoian,n,0
Iroquoian_language,n,0
Iroquois,n,0
Iroquois_League,n,0
Irrawaddy,n,0
Irrawaddy_River,n,0
Irtish,n,0
Irtish_River,n,0
Irtysh,n,0
Irtysh_River,n,0
Irula,n,0
Irving,n,0
Irving_Berlin,n,0
Irving_Howe,n,0
Irving_Langmuir,n,0
Irvingia,n,0
Irvingia_gabonensis,n,0
Isaac,n,0
Isaac_Asimov,n,0
Isaac_Bashevis_Singer,n,0
Isaac_Hull,n,0
Isaac_M._Singer,n,0
Isaac_Mayer_Wise,n,0
Isaac_Merrit_Singer,n,0
Isaac_Newton,n,0
Isaac_Stern,n,0
Isaac_Watts,n,0
Isabella,n,0
Isabella_I,n,0
Isabella_Stewart_Gardner,n,0
Isabella_the_Catholic,n,0
Isadora_Duncan,n,0
Isaiah,n,0
Isak_Dinesen,n,0
Isamu_Noguchi,n,0
Isatis,n,0
Isatis_tinctoria,n,0
Ischia,n,0
Ischigualastia,n,0
Isere,n,0
Isere_River,n,0
Iseult,n,0
Isfahan,n,0
Isherwood,n,0
Ishmael,n,0.31712
Ishtar,n,0
Isidor_Feinstein_Stone,n,0
Isidore_Auguste_Marie_Francois_Comte,n,0
Isis,n,0
Islam,n,0
Islam_Nation,n,0
Islamabad,n,0
Islamic,a,0
Islamic_Army_of_Aden,n,0
Islamic_Army_of_Aden-Abyan,n,0
Islamic_Community,n,0
Islamic_Great_Eastern_Raiders-Front,n,0
Islamic_Group,n,0
Islamic_Group_of_Uzbekistan,n,0
Islamic_Jihad,n,0
Islamic_Jihad_for_the_Liberation_of_Palestine,n,0
Islamic_Party_of_Turkestan,n,0
Islamic_Republic_of_Iran,n,0
Islamic_Republic_of_Mauritania,n,0
Islamic_Republic_of_Pakistan,n,0
Islamic_Resistance_Movement,n,0
Islamic_State_of_Afghanistan,n,0
Islamic_Ummah,n,0
Islamic_Unity,n,0
Islamic_calendar,n,0
Islamic_calendar_month,n,0
Islamic_law,n,0
Islamise,v,0
Islamism,n,0
Islamist,n,0
Islamize,v,0
Islamophobia,n,0
Islay,n,0
Isle_Royal_National_Park,n,0
Isle_of_Man,n,0
Isle_of_Skye,n,0
Isle_of_Wight,n,0
Isles_of_Scilly,n,0
Ismaili,a,0
Ismaili,n,0
Ismailian,n,0
Ismailism,n,0
Isocrates,n,0
Isoetaceae,n,0
Isoetales,n,0
Isoetes,n,0
Isolde,n,0
Isole_Egadi,n,0
Isopoda,n,0
Isoptera,n,0
Isoptin,n,0
Isopyrum,n,0
Isopyrum_biternatum,n,0
Isordil,n,0
Isoroku_Yamamoto,n,0
Isospondyli,n,0
Israel,n,0
Israel_Baline,n,0
Israel_Strassberg,n,0
Israel_Zangwill,n,0
Israeli,a,0
Israeli,n,0
Israeli_Defense_Force,n,0
Israeli_monetary_unit,n,0
Israelite,n,0
Israelites,n,0
Issachar,n,0
Issus,n,0
Istanbul,n,0
Isthmian_Games,n,0
Isthmus_of_Corinth,n,0
Isthmus_of_Darien,n,0
Isthmus_of_Kra,n,0
Isthmus_of_Panama,n,0
Isthmus_of_Suez,n,0
Isthmus_of_Tehuantepec,n,0
Istiophoridae,n,0
Istiophorus,n,0
Istiophorus_albicans,n,0
Isuprel,n,0
Isuridae,n,0
Isurus,n,0
Isurus_glaucus,n,0
Isurus_oxyrhincus,n,0
Isurus_paucus,n,0
Italia,n,0
Italian,a,0
Italian,n,0
Italian-speaking,a,0
Italian_Peninsula,n,0
Italian_Renaissance,n,0
Italian_Republic,n,0
Italian_bee,n,0
Italian_bread,n,0
Italian_capital,n,0
Italian_clover,n,0
Italian_cypress,n,0
Italian_dressing,n,0
Italian_greyhound,n,0
Italian_honeysuckle,n,0
Italian_lira,n,0
Italian_millet,n,0
Italian_monetary_unit,n,0
Italian_parsley,n,0
Italian_region,n,0
Italian_rice,n,0
Italian_rye,n,0
Italian_ryegrass,n,0
Italian_sandwich,n,-0.31712
Italian_sonnet,n,0
Italian_vegetable_marrow,n,0
Italian_vermouth,n,0
Italian_woodbine,n,0
Italic,a,0
Italic,n,0
Italic_language,n,0
Italo_Calvino,n,0
Italy,n,0
Ithaca,n,0
Ithaki,n,0
Ithiel_Town,n,0
Ithunn,n,0
Iva_xanthifolia,n,0
Ivan_III,n,0
Ivan_III_Vasilievich,n,0
Ivan_IV,n,0
Ivan_Iv_Vasilievich,n,0
Ivan_Lendl,n,0
Ivan_Pavlov,n,0
Ivan_Petrovich_Pavlov,n,0
Ivan_Sergeevich_Turgenev,n,0
Ivan_Turgenev,n,0
Ivan_the_Great,n,0
Ivan_the_Terrible,n,0
Ivanov,n,0
Ives,n,0
Ivor_Armstrong_Richards,n,0
Ivory_Coast,n,0
Ivory_Coast_franc,n,0
Ivry,n,0
Ivry_la_Bataille,n,0
Ivy_League,n,0
Ivy_Leaguer,n,0
Iwo,n,0
Iwo_Jima,n,0
Ixia,n,0
Ixobrychus,n,0
Ixobrychus_exilis,n,0
Ixodes,n,0
Ixodes_dammini,n,0
Ixodes_dentatus,n,0
Ixodes_neotomae,n,0
Ixodes_pacificus,n,0
Ixodes_persulcatus,n,0
Ixodes_ricinus,n,0
Ixodes_scapularis,n,0
Ixodes_spinipalpis,n,0
Ixodidae,n,0
Iyar,n,0
Iyyar,n,0
Iz_Al-Din_Al-Qassam_Battalions,n,0
Izaak_Walton,n,0
Izanagi,n,0
Izanami,n,0
Izmir,n,0
J,n,0
J.R.R._Tolkien,n,0
J._B._Rhine,n,0
J._B._S._Haldane,n,0
J._C._Maxwell,n,0
J._Craig_Ventner,n,0
J._D._Salinger,n,0
J._E._Johnston,n,0
J._Edgar_Hoover,n,0
J._J._Hill,n,0
J._M._Barrie,n,0
J._M._Synge,n,0
J._P._Morgan,n,0
J._R._Firth,n,0
JDAM,n,0
JEM,n,0
JFK,n,0
JHVH,n,0
JI,n,0
JRA,n,0
JV,n,0
J_particle,n,0
Jabalpur,n,0
Jabat_al-Tahrir_al-Filistiniyyah,n,0
Jabiru_mycteria,n,0
Jack,n,0
Jack-tar,n,0
Jack_Benny,n,0
Jack_Dempsey,n,0
Jack_Frost,n,0
Jack_Kennedy,n,0
Jack_Kerouac,n,0
Jack_Lemmon,n,0
Jack_London,n,0
Jack_Nicklaus,n,0
Jack_Roosevelt_Robinson,n,0
Jack_William_Nicklaus,n,0
Jack_of_all_trades,n,0
Jack_the_Ripper,n,0
Jackie_Robinson,n,0
Jackson,n,0
Jackson_Pollock,n,0
Jacksonia,n,0
Jacksonian,a,0
Jacksonian,n,0
Jacksonian_epilepsy,n,0
Jacksonville,n,0
Jacob,n,0
Jacob's_ladder,n,-0.31712
Jacob's_rod,n,0
Jacob's_staff,n,0
Jacob_Epstein,n,0
Jacob_Harmensen,n,0
Jacobean,a,0
Jacobean,n,0
Jacobean_lily,n,0
Jacobi,n,0
Jacobin,n,0
Jacobinic,a,0
Jacobinical,a,0
Jacobinism,n,0
Jacobite,n,0
Jacobs,n,0
Jacobus_Arminius,n,0
Jacopo_Robusti,n,0
Jacquard,n,0
Jacquard_loom,n,0
Jacqueline_Cochran,n,0
Jacquemier's_sign,n,0
Jacques_Alexandre_Cesar_Charles,n,0
Jacques_Anatole_Francois_Thibault,n,0
Jacques_Bernoulli,n,0
Jacques_Cartier,n,0
Jacques_Charles,n,0
Jacques_Costeau,n,0
Jacques_Derrida,n,0
Jacques_Etienne_Montgolfier,n,0
Jacques_Francois_Antoine_Ibert,n,0
Jacques_Francois_Fromental_Elie_Halevy,n,0
Jacques_Germain_Soufflot,n,0
Jacques_Lipchitz,n,0
Jacques_Loeb,n,0
Jacques_Louis_David,n,0
Jacques_Lucien_Monod,n,0
Jacques_Marquette,n,0
Jacques_Monod,n,0
Jacques_Offenbach,n,0
Jacques_Tati,n,0
Jacques_Tatischeff,n,0
Jacques_Yves_Costeau,n,0
Jacquinia,n,0
Jacquinia_armillaris,n,0
Jacquinia_keyensis,n,0
Jaculus,n,0
Jaculus_jaculus,n,0
Jafar,n,0
Jafar_Umar_Thalib,n,0
Jaffa,n,0
Jaffa_orange,n,0
Jaffar,n,0
Jaffar_Umar_Thalib,n,0
Jafnea_semitosta,n,0
Jagannath,n,0
Jagannatha,n,0
Jagatai,n,0
Jagganath,n,0
Jagger,n,0
Jaghatai,n,0
Jahvey,n,0
Jahweh,n,0
Jain,a,0
Jainism,n,0
Jainist,a,0
Jainist,n,0
Jaish-e-Muhammad,n,0
Jaish-i-Mohammed,n,0
Jakarta,n,0
Jakob-Creutzfeldt_disease,n,0
Jakob_Behmen,n,0
Jakob_Bernoulli,n,0
Jakob_Boehm,n,0
Jakob_Boehme,n,0
Jakob_Bohme,n,0
Jakob_Grimm,n,0
Jakob_Hermandszoon,n,0
Jakob_Liebmann_Beer,n,0
Jakob_Ludwig_Felix_Mendelssohn-Bartholdy,n,0
Jakob_Ludwig_Karl_Grimm,n,0
Jakobson,n,0
Jalalabad,n,0
Jamaat_ul-Fuqra,n,0
Jamaica,n,0
Jamaica_apple,n,0
Jamaica_bayberry,n,0
Jamaica_caper_tree,n,0
Jamaica_dogwood,n,0
Jamaica_honeysuckle,n,0
Jamaica_quassia,n,0
Jamaica_rum,n,0
Jamaica_shorts,n,0
Jamaica_sorrel,n,0
Jamaican,a,0
Jamaican,n,0
Jamaican_capital,n,0
Jamaican_cherry,n,0
Jamaican_dollar,n,0
Jambos,n,0
James,n,0
James_A._Garfield,n,0
James_Abbott_McNeill_Whistler,n,0
James_Abraham_Garfield,n,0
